pdiv,longitude,latitude,county,grid_id,land_surface_elevation_m,hydraulic_conductivity_mday,specific_yield,saturated_thickness_1945_m,average_saturated_thickness_2018_2020_m,bedrock_m,bedrock_depth_m,B,x_meters,y_meters,logB
15540,-100.7399,39.30751,TH,40837,908.643949388739,85.20684000000001,0.0759,29.431505859375,12.915062841797289,848.8623445312501,59.7408,0.0019103935041835747,349988.72197276854,4352345.326038891,-6.260446035010688
41747,-100.7083,39.39029,SD,36880,901.7177303652716,110.15472,0.075,44.24250878906373,21.536936572266708,827.1190391601556,74.676,0.0014992976526404568,352887.11923345306,4361480.918623342,-6.502758512101635
15888,-100.7233,39.31128,TH,40478,902.1624216732588,82.4484,0.0698,31.166990625,12.865484472655549,845.16843046875,56.997600000000006,0.0019797644960996377,351428.00794907194,4352736.335923247,-6.224777382713597
16156,-100.6268516,39.3902183,SD,36889,889.9756665564263,76.910184,0.0624,42.67412080078049,18.18251806640555,808.5959651367194,81.3816,0.002127215059916201,359901.4101524262,4361343.368592934,-6.152941638370698
20584,-100.7161,39.38947,SD,36879,905.4411710414926,110.721648,0.0782,41.51847041015549,18.987641015625,832.057416796875,73.4568,0.0014886941796986705,352213.6404465784,4361402.651108574,-6.509855932742515
16394,-100.6921,39.41827,SD,35442,908.786675051162,85.475064,0.0687,41.92164580078324,21.81526376953345,823.1319336914056,85.64880000000001,0.001915033812357441,354340.5223592531,4364560.090820358,-6.258019999921883
31459,-100.6962,39.38765,SD,36881,901.7532254557996,102.354888,0.0706,47.070019921875,23.129825390625,822.6130816406251,79.248,0.0016124283977115906,353923.6832665553,4361168.257219154,-6.430013914800201
31978,-100.6974,39.38136,SD,37241,905.8544980951476,109.831632,0.0686,45.869981542969214,21.81083613281388,823.9958809570306,81.9912,0.0015106522621412515,353807.2067057503,4360472.085380788,-6.495213759740945
16466,-100.679,39.40498,SD,36163,900.5548446919328,71.908416,0.0715,43.07259570312368,20.83192534179621,820.8239195312511,79.8576,0.002250171283418221,355440.8103648343,4363063.984282252,-6.096748939699588
71606,-100.6961,39.38693,SD,36881,901.7532254557996,102.354888,0.0706,47.070019921875,23.129825390625,822.6130816406251,79.248,0.0016124283977115906,353930.7941948689,4361088.183990114,-6.430013914800201
16620,-100.5385,39.43374,SD,34738,861.1583275695411,80.967072,0.0588,37.24434990234452,16.503494970702835,792.8719760742194,68.2752,0.002032732929457806,367592.6690570043,4366040.288452786,-6.198374120669401
54599,-100.6918,39.38239,SD,37242,904.0051874016904,95.289624,0.0656,45.83500693359421,21.62922861328345,821.6780317382807,82.296,0.0017321611729568334,354291.6906311529,4360577.3488455145,-6.358385417191637
17313,-100.5633,39.41984,SD,35095,870.5216045561425,81.24444000000001,0.0614,38.42076181640549,15.59648056640555,798.7189866210945,71.9328,0.00202145646510816,365431.474151224,4364534.27245136,-6.203937005049973
29277,-100.6855,39.38243,SD,37242,904.0051874016904,95.289624,0.0656,45.83500693359421,21.62922861328345,821.6780317382807,82.296,0.0017321611729568334,354834.39949147694,4360571.638241156,-6.358385417191637
17534,-100.5067,39.43355,SD,34741,852.5709694910734,72.45096,0.0647,40.65139775390519,18.945485449216527,784.2168392578141,68.2752,0.0022464346170273956,370329.2323605592,4365972.991783214,-6.098410934250003
23036,-100.6704,39.3896,SD,36884,898.621423399031,68.15328,0.0685,45.48101923828049,20.114046679689025,817.8577253906251,80.772,0.0023727547990781113,356149.7027644245,4361343.246517372,-6.043703636375121
17786,-100.72322,39.31144,TH,40478,902.1624216732588,82.4484,0.0698,31.166990625,12.865484472655549,845.16843046875,56.997600000000006,0.0019797644960996377,351435.2439202201,4352753.962380261,-6.224777382713597
17914,-100.6645,39.37976,SD,37245,897.4819441504726,82.948272,0.0657,45.78364262695244,18.739470117185977,816.0850894042974,81.3816,0.0019749309331214765,356637.6855346184,4360241.741345732,-6.227221851811941
71065,-100.6767,39.38163,SD,37243,903.2186893696094,79.29372,0.0647,45.30183017578049,19.999653662108265,819.9938182617195,83.2104,0.0020626390218282647,355590.7031218647,4360468.733541882,-6.183769037504226
40161,-100.679,39.38684,SD,36883,901.8736068654624,72.26198400000001,0.0691,45.39060615234452,20.978626464844574,819.4502979492195,82.296,0.002243939347543355,355403.3546350307,4361050.661851417,-6.099522320410965
18222,-100.6067,39.38595,SD,36891,886.267797027916,78.528672,0.0705,40.33617978515519,16.412505175780396,806.097252539064,80.1624,0.0020719757406193824,361628.4512468676,4360838.556767814,-6.179252662848721
37880,-100.6506,39.39027,SD,36886,894.7279879796994,80.790288,0.0697,45.62568017578049,19.32447626953055,813.102666796875,81.6864,0.00201832997374129,357856.27803846257,4361386.238426799,-6.205484855184335
18383,-100.6952,39.37986,SD,37241,905.8544980951476,109.831632,0.0686,45.869981542969214,21.81083613281388,823.9958809570306,81.9912,0.0015106522621412515,353993.57197205233,4360302.042970443,-6.495213759740945
18519,-100.6364,39.39174,SD,36528,890.7795280216409,67.568064,0.061,44.382704882814025,19.898078466797287,809.240428125,81.6864,0.0024073515138659436,359082.1544581024,4361527.122853426,-6.029228092677578
42532,-100.6363,39.38305,SD,37248,894.8405006870861,85.194648,0.0664,45.32668447265519,18.480378955077683,809.4606193359391,85.34400000000001,0.0019245301593140234,359073.2829820567,4360562.486335903,-6.253073414116696
18953,-100.6584,39.35234,SD,38685,885.9241654495438,75.73975200000001,0.0508,43.840747265625005,17.266071679685975,818.1169095703141,67.6656,0.0021823074054843406,357107.217294852,4357188.801536744,-6.127372519054138
19124,-100.5877,39.44219,SD,34013,877.5390075646998,80.74761600000001,0.0633,35.134822851560976,16.305200097655398,805.475448632814,71.9328,0.0020298853150159672,363374.6932092996,4367051.531328315,-6.199775982590373
19153,-100.6081,39.40936,SD,35811,874.9547386290021,74.861928,0.0512,39.89966689453049,16.454642138672288,806.4272416992195,68.58,0.0022055936916731355,361554.1712370181,4363438.91562575,-6.116758558399721
32536,-100.6164,39.40825,SD,35810,881.2029576223731,71.65238400000001,0.0534,41.1899075195312,18.276664257812023,807.636234570313,73.4568,0.002293790526872217,360837.3568891521,4363328.488786226,-6.0775495779263204
19936,-100.56207,39.4277,SD,34736,869.1422199562695,79.028544,0.0634,37.55629365234452,16.4623998046861,796.8119030273444,72.2376,0.0020714562317698504,365552.4648492035,4365404.797923462,-6.179503425431872
20490,-100.4658,39.42991,SD,34746,845.1060751847172,90.019632,0.0545,32.38405122070244,16.797839794922286,777.5198154785168,67.6656,0.0018461863499118387,373842.7855217459,4365510.988452624,-6.2946332000484695
20739,-100.5899,39.45029,SD,33653,872.0010597709482,77.74533600000001,0.0605,34.091612109375,16.733564648435976,806.050074023439,65.8368,0.002109109241864699,363201.22247790894,4367953.869685686,-6.161489580882586
30863,-100.6737,39.40588,SD,35804,898.9042257707347,72.170544,0.0649,41.7491788085935,19.87378847656295,820.0524689453121,78.9432,0.002254309821315217,355899.010162172,4363155.395506871,-6.0949114188108355
20779,-100.664195,39.41569833,SD,35445,898.8186101712637,76.468224,0.0602,40.54654833984451,19.63095058593609,818.6579370117195,80.1624,0.002142993520049909,356737.5104719698,4364229.975866393,-6.145551586270392
69668,-100.6887,39.40516,SD,36162,900.3651063169768,80.555592,0.0737,44.63809394531098,22.303754882810978,821.6631861328141,78.6384,0.002017765996300032,354605.9825893686,4363099.548126413,-6.205764322000345
20989,-100.7233,39.34834,TH,38678,897.1561202813666,93.814392,0.0716,38.286084765626015,15.339913281251048,838.071660546874,59.1312,0.0017496802405115922,351506.4393495857,4356849.527346664,-6.348322227449655
28341,-100.7064,39.41571,SD,35440,910.4939398872956,77.47406400000001,0.0724,43.83267333984421,24.82918212890845,825.2563063476556,85.34400000000001,0.0020956021638121555,353104.1030629013,4364299.14946863,-6.167914337880563
21255,-100.6223,39.3684,SD,37969,888.6549510250235,77.120496,0.0648,44.52137548828049,18.581637890625,807.71851171875,81.0768,0.002117400143780812,360249.8853440292,4358914.7637616815,-6.15756629015058
36799,-100.6976,39.4156,SD,35441,907.8751348109066,85.93836,0.0727,43.68726826171921,23.38061938476671,823.7771036132806,84.12480000000001,0.0018994433799659424,353861.4671876369,4364272.647299903,-6.266194393642956
22590,-100.6553,39.36863,SD,37966,895.6763467955805,88.236552,0.0583,46.24502841796921,16.683297949219423,814.5397511718751,81.0768,0.0018747350932867824,357407.4729799053,4358991.882412847,-6.279287913121611
22649,-100.5036,39.4226,SD,35102,859.1119278001817,68.878704,0.0535,42.661284375,22.310042871091525,778.6692708984391,80.4672,0.0023808511671719584,370575.77871184505,4364753.234135426,-6.040297221968758
52832,-100.6689,39.41613,SD,35444,903.7894980068478,78.67192800000001,0.0615,40.180245117185976,19.333629199216528,821.1689279296891,82.6008,0.0020837573907289144,356333.3437290478,4364285.36896942,-6.17358257706505
43477,-100.6776,39.41976,SD,35443,906.4218782960284,80.68056,0.0636,39.77839057617226,19.72489833984457,823.0005742675778,83.51520000000001,0.0020309631991569845,355591.8580999645,4364702.148939416,-6.199245116116251
41079,-100.642,39.41555,SD,35447,893.0368727807731,63.069216,0.0529,42.87942919921921,20.719516699219422,812.4786676757806,80.4672,0.0025893863013179376,358647.9740654893,4364178.499299258,-5.956334380645704
31781,-100.6411,39.42203,SD,35087,894.9525803768779,73.950576,0.0539,41.066888671875,19.43665546875,814.399331835939,80.4672,0.002225165901180371,358738.5391245389,4364896.291607326,-6.107923803815309
46433,-100.6317,39.42294,SD,35088,892.4063423344707,74.490072,0.0553,42.15867319335823,20.78461040038881,810.8437721191418,81.6864,0.002206869154348398,359549.5357405114,4364982.610919718,-6.116180440121881
25246,-100.5442,39.36922,SD,37617,871.7051685840556,63.943992,0.0511,38.71384160156098,19.056771679685976,792.5985416015641,79.248,0.002560654291849742,366979.5554582551,4358887.813846601,-5.9674924703925685
25422,-100.7679,39.33067,TH,39754,906.7233287408624,58.89040800000001,0.0701,33.01549174804726,17.701040478513814,850.3245994628918,56.388000000000005,0.002720565801062551,347624.7292689319,4354962.632548614,-5.906915405209846
25805,-100.5405733,39.37937833,SD,37258,869.8773016930699,70.09485600000001,0.0514,36.16889926757744,16.706645361327684,792.4624940917973,77.4192,0.0023468021649767,367311.2171784521,4360009.911549884,-6.054701658390113
25860,-100.457,39.43712,SD,34387,847.7493420516805,93.93021600000002,0.0609,29.3159036132804,15.278472070310976,777.2406697265641,70.4088,0.001762875441120193,374613.13645880617,4366298.927322761,-6.340809029724181
54974,-100.6349,39.42661,SD,35088,892.4063423344707,74.490072,0.0553,42.15867319335823,20.78461040038881,810.8437721191418,81.6864,0.002206869154348398,359281.4606758509,4365394.924894635,-6.116180440121881
26036,-100.6504,39.42139,SD,35086,896.7985761772538,84.472272,0.0559,39.73059814453049,18.7341123046861,817.2713053710945,79.5528,0.001958114313896697,357936.6773398307,4364839.865797331,-6.235773353586876
26420,-100.6178,39.39402,SD,36530,884.3545586620784,83.80171200000001,0.0622,41.18933701171952,17.3437599609361,807.9182018554695,76.5048,0.001961674233343003,360688.5050225778,4361751.298014869,-6.233956969676286
61017,-100.571,39.4012,SD,36175,878.1017786889373,83.50605600000002,0.0543,40.82279194335823,16.48864936523326,796.9225381347668,81.0768,0.0019826276666155954,364732.6053609011,4362476.988417576,-6.223332209749035
41462,-100.56931,39.39475,SD,36535,881.004139901645,77.836776,0.0568,41.576922656250005,18.035940966797288,795.801397265625,85.34400000000001,0.002113933762157168,364865.6781917086,4361758.591225456,-6.159204724968608
26692,-100.567,39.44122,SD,34375,873.5228165900692,72.652128,0.0607,35.426525976560974,16.648286132810977,799.6970478515641,73.7616,0.002248318614887679,365154.192900321,4366912.709670528,-6.097572624392528
39366,-100.5752,39.39723,SD,36534,882.2659085540387,74.295,0.0561,41.45540449218903,17.759027636719424,798.37151015625,83.82000000000001,0.0022106421819675045,364363.2652735789,4362042.674480243,-6.114472225586895
26793,-100.5715,39.43722,SD,34375,873.5228165900692,72.652128,0.0607,35.426525976560974,16.648286132810977,799.6970478515641,73.7616,0.002248318614887679,364759.1960607001,4366475.499076058,-6.097572624392528
27831,-100.7259,39.34026,TH,39038,905.1778924232452,92.208096,0.0691,37.63992265624868,16.614936230468373,838.2920253906261,66.7512,0.0017819121896014048,351265.2576220109,4355957.024395282,-6.330068227465592
54068,-100.6029,39.39402,SD,36531,884.4676672230185,81.42122400000001,0.0643,40.15868364257744,16.3050140625,806.2770183105473,78.3336,0.0020122918250716207,361971.6353596632,4361728.404218629,-6.208480994980142
74305,-100.5955,39.42278,SD,35092,879.973885236918,87.01430400000001,0.0557,38.11172021484421,15.554362207033444,805.4294235351556,74.676,0.0019042870563302746,362665.3378565087,4364909.108210276,-6.263647589097499
29122,-100.69573666,39.40884917,SD,35801,905.049845792424,86.85276,0.0747,45.11746933593598,23.732393261716524,822.9761478515641,81.9912,0.001877760396130428,354007.7995090529,4363520.365904121,-6.277675490930759
35717,-100.5952,39.42273,SD,35092,879.973885236918,87.01430400000001,0.0557,38.11172021484421,15.554362207033444,805.4294235351556,74.676,0.0019042870563302746,362691.0638974061,4364903.102088218,-6.263647589097499
29626,-100.5695,39.43004,SD,34735,871.0330619453343,77.248512,0.0628,36.7790015625,16.030202929689025,799.2781710937501,71.628,0.0021176694491710085,364917.452273066,4365675.6110829,-6.157439111418496
51707,-100.5739,39.41888,SD,35454,871.6685083818426,81.037176,0.0508,39.56510126953049,15.370912939452683,800.328451171875,71.3232,0.002047025675217936,364517.1246755353,4364443.591832459,-6.1913674295296985
76583,-100.5667,39.41397,SD,35455,869.7090631388083,82.51545600000001,0.0567,39.641859375,15.276909375,798.14499375,71.628,0.002000515970283904,365127.4743023426,4363887.855561349,-6.214350146552684
30601,-100.7702,39.33603,TH,39393,913.4155883342712,74.91374400000001,0.0748,34.25517421875,18.56567607421942,850.4729625,63.0936,0.0021594078314262286,347438.1331931893,4355561.408821294,-6.137921246990111
49340,-100.5347,39.41781,SD,35458,869.2362641207833,71.37806400000001,0.0604,39.15124746093903,15.95322158203055,791.598193359375,77.724,0.0022868721633343574,367889.63932806463,4364266.692941647,-6.080570262602895
31460,-100.5486,39.39775,SD,36537,875.0277013631038,82.655664,0.0627,40.28397832031403,16.57762998046942,792.49190625,82.6008,0.0019865439870540434,366654.8290203657,4362060.746311035,-6.221358839962554
35833,-100.5063,39.40852,SD,35822,860.0598005602444,56.092344,0.046,41.70990058593903,22.53975908203055,778.11778828125,81.9912,0.0029150102817445296,370317.2711331363,4363194.42141511,-5.837881932000815
45187,-100.5112,39.41991,SD,35101,861.8220091531654,71.97852,0.0627,42.47710957031098,20.883934570310977,781.7919826171891,80.1624,0.002264232910136444,369916.568139539,4364465.61250906,-6.090519248430559
50055,-100.5482,39.43371,SD,34737,866.9341453082742,79.927704,0.0598,37.68862045898323,16.756744628905548,794.5284703125001,72.5424,0.002055871472918991,366757.7649884205,4366051.246293284,-6.187055446514945
32208,-100.7265,39.3266,TH,39758,902.7569259545268,86.285832,0.0663,33.663284765625,14.372257617189025,842.09304609375,60.6552,0.0019016508446497847,351184.5825511744,4354441.923641194,-6.265032904449811
32874,-100.5553,39.47612,SD,32576,844.7106028231423,64.40424,0.0441,39.71905156249868,24.81797041015448,793.1865367187511,51.5112,0.0025635658071261115,366227.90604160825,4370768.750439,-5.966356096258184
33231,-100.5991,39.40173,SD,36172,878.4897198956066,76.705968,0.0549,39.56915683593598,16.157823046875002,804.3506056640641,74.0664,0.002147332531778197,362314.0386046559,4362578.310544855,-6.143528890020634
33769,-100.6025,39.45182,SD,33651,871.7678329730625,82.82025600000001,0.0656,34.02424877929726,16.061959130858263,811.0043390625001,60.6552,0.001977981328783916,362120.0523650759,4368142.878656238,-6.225678485268071
34746,-100.5938,39.43469,SD,34372,881.3047638888347,91.604592,0.0662,35.50533046875,15.676512890625,807.3043230468751,74.0664,0.0017971562068583987,362835.0344486157,4366228.384161151,-6.32154974849316
34244,-100.4579,39.42756,SD,34747,843.6547912899659,88.660224,0.0555,29.66577993164171,15.606377636719422,777.3710059570305,66.1416,0.0018711627222679204,374518.528781227,4365239.149615156,-6.2811952647247695
53552,-100.5786,39.44214,SD,34014,871.8417301959499,71.182992,0.0599,34.9787765625,16.37870258788866,802.7815107421891,69.1896,0.00229383178462437,364157.7111306933,4367032.231559131,-6.077531591374965
35010,-100.7212,39.3287,TH,39759,900.4343262451713,90.498168,0.0646,32.42127685546921,12.190660546875,840.7802704101556,59.7408,0.001820331247334092,351645.8813428611,4354666.283246014,-6.308736790424437
36589,-100.5814,39.45207,SD,33653,872.0010597709482,77.74533600000001,0.0605,34.091612109375,16.733564648435976,806.050074023439,65.8368,0.002109109241864699,363936.0846237355,4368138.563417438,-6.161489580882586
35872,-100.5953,39.39106,SD,36532,881.8578981306454,74.40168,0.0614,39.85609746093598,16.4882586914054,804.0155935546891,77.724,0.0021969147782177735,362620.31070196256,4361388.286851991,-6.120701276401307
51584,-100.5855,39.46344,SD,32933,851.7484636223714,73.9902,0.0544,31.077991406250003,15.321111328125,807.9828304687501,43.891200000000005,0.002222934832772979,363605.5004489705,4369406.694775465,-6.108926959421683
35961,-100.51131,39.36859,SD,37981,857.831727147116,78.37322400000001,0.0579,31.60274077148324,14.812454003905398,790.4369619140641,67.3608,0.002098075233029895,369811.7262054689,4358769.9593623765,-6.16673491024682
37325,-100.5951,39.47729,SD,32572,860.34198212063,90.604848,0.0569,27.990179882814022,13.980442773437025,812.3113476562501,48.1584,0.0018306886935515333,362806.8187942926,4370958.45782345,-6.303063047651103
49418,-100.4601,39.40313,SD,36186,854.3192396951844,59.981592,0.052,34.405565039060974,18.454166601560978,776.4402720703141,78.0288,0.002717808263508971,374285.2856398896,4362530.822997437,-5.907929508968492
37865,-100.4787,39.3994,SD,36184,860.0943315994891,54.915816,0.047,37.97371933593902,20.433171386719422,777.0710800781251,82.9056,0.0029705863235967725,372676.9717607109,4362142.922766538,-5.818995930298927
44564,-100.48579,39.42116,SD,35104,847.0375275922125,70.81418400000001,0.0433,38.61754980468598,20.031075,777.2390326171891,69.7992,0.002345650135356967,372106.2316112588,4364568.010174083,-6.055192672286108
44094,-100.4685,39.41566,SD,35466,849.1122501762059,65.906904,0.0445,33.63316567383049,17.408890869141707,777.0868372558583,71.9328,0.0025069998459098385,373584.6470566825,4363933.2142261965,-5.988668521269948
39093,-100.6266,39.38165,SD,37249,891.4027651070921,75.58125600000001,0.063,43.296854882810976,18.042842871091526,808.3656908203141,82.9056,0.002161458844382522,359905.9424367837,4360392.00598598,-6.136971894342033
40395,-100.5529,39.38934,SD,36897,874.5738659097301,73.642728,0.0603,39.68334521484421,17.646587988280547,792.4795535156251,81.9912,0.0022204953496291033,366268.4922684018,4361133.711328404,-6.110024977524288
42224,-100.5157,39.41549,SD,35461,863.1469756935312,71.23785600000001,0.059,43.164081591797256,21.74961196289171,780.6646653808583,82.6008,0.0022940398505223217,369520.9503433096,4363981.550556037,-6.077440888794491
42956,-100.6502,39.42795,SD,34726,890.5151429814601,82.49716800000002,0.0548,38.14600649414147,17.47372412109442,819.1513952636724,71.3232,0.002004588770017064,357967.214761048,4365567.633352098,-6.212316341495823
43222,-100.6235,39.35225,SD,38689,877.7715274571698,83.478624,0.0696,42.79459716796921,17.903539746094424,809.5925926757806,68.2752,0.001956951103544683,360114.2889333799,4357124.185248083,-6.236367576294399
71093,-100.7233,39.35009,TH,38678,897.1561202813666,93.814392,0.0716,38.286084765626015,15.339913281251048,838.071660546874,59.1312,0.0017496802405115922,351510.1444790205,4357043.755810969,-6.348322227449655
76179,-100.7302,39.35015,TH,38678,897.1561202813666,93.814392,0.0716,38.286084765626015,15.339913281251048,838.071660546874,59.1312,0.0017496802405115922,350915.6909380789,4357061.780323076,-6.348322227449655
72563,-100.5595,39.40107,SD,36176,874.2653824669145,88.474296,0.0574,41.59796323242226,15.570751904297287,794.5014766113278,79.8576,0.00187152111663298,365722.58566606825,4362445.384754208,-6.281003747417093
44911,-100.661,39.39354,SD,36525,891.3124591909881,67.275456,0.0705,44.18922832031373,20.005569580077683,816.2016032226556,74.9808,0.0023982287837518,356967.2972468337,4361765.598782325,-6.033024820859377
65616,-100.5565,39.3844,SD,36896,877.4987456176171,69.32066400000001,0.0591,42.35341479492226,19.23968144531097,792.7065350097668,84.73440000000001,0.0023537900192977844,365949.0014550631,4360590.777807931,-6.051728475780452
45882,-100.539,39.40827,SD,35818,871.4356531255463,74.21575200000001,0.062,39.031812890625005,15.445568847655547,791.639567578125,79.8576,0.0022009619058365962,367501.4070664743,4363214.184962739,-6.118860784249293
51209,-100.748,39.31054,TH,40836,909.2264335926724,78.732888,0.0772,28.780903710935977,13.866855908202684,851.657708789064,57.607200000000006,0.0020566975278169743,349296.81190885266,4352695.088280009,-6.186653724423987
47561,-100.6458,39.35749,SD,38327,890.086612001455,78.065376,0.0563,45.51549155273323,17.408667626952685,812.8967072753918,77.1144,0.0021090771059518363,358203.3451668249,4357740.527822493,-6.161504817721461
48068,-100.548,39.40486,SD,36177,875.3854013752756,87.456264,0.062,40.00016308593903,15.09504140625,793.2202710937501,82.296,0.001884342525219619,366720.0318402815,4362848.975358664,-6.274176311911524
48657,-100.5257,39.41567,SD,35459,867.256085402887,76.23048,0.0635,41.170993945310975,17.885978027341526,787.7099841796891,79.5528,0.0021431257265065655,368660.3983603484,4364016.039372277,-6.145489895753124
49677,-100.4946,39.43554,SD,34383,853.7893704735707,73.743312,0.0525,38.86709736328323,18.094858300783446,781.4813411132806,72.2376,0.002234238947056777,371374.2985779333,4366176.526335956,-6.103854624763559
50429,-100.5238,39.40488,SD,36180,860.9469981466565,85.85911200000001,0.0574,38.68340625,16.688544140625,787.15820390625,73.7616,0.001925435899601391,368803.7422466501,4362815.729360895,-6.252602895524991
51134,-100.65421,39.408145,SD,35806,891.5735460668219,59.88100800000001,0.0587,43.133664843750005,20.69109052734442,814.0130856445306,77.4192,0.002704230008655119,357581.7466524183,4363375.836728175,-5.912938062046563
51383,-100.5487,39.38673,SD,36897,874.5738659097301,73.642728,0.0603,39.68334521484421,17.646587988280547,792.4795535156251,81.9912,0.0022204953496291033,366625.2323403697,4360837.822354156,-6.110024977524288
52210,-100.6223,39.41927,SD,35449,884.888466794957,72.74052,0.0548,42.69008261718598,21.06639785156097,807.723497460939,77.1144,0.0022581637065048764,360351.36830607033,4364560.6901574405,-6.093203315216249
53297,-100.5892,39.48068,SD,32213,863.4665252589562,103.817928,0.0659,27.2162364257804,13.945009277341526,810.3881162109391,53.0352,0.001596781575326968,363320.93485793634,4371325.7408732185,-6.439765190971284
